ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,Country,Currency,CompTotal,CompFreq,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,ICorPM,WorkExp,ConvertedCompYearly
15555,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,9,"Developer, front-end;Developer, full-stack","1,000 to 4,999 employees",I have little or no influence,United States of America,USD	United States dollar,260000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,"I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,16,260000
15585,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,11,"Developer, full-stack;Developer, back-end;Engineering manager;Project manager;Cloud infrastructure engineer;Senior Executive (C-Suite, VP, etc.);System administrator;Security professional",2 to 9 employees,I have a great deal of influence,United States of America,USD	United States dollar,210000,Yearly,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",People manager,11,210000
15599,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,15,"Data scientist or machine learning specialist;Engineer, data;Database administrator;DevOps specialist;System administrator","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,140000,Yearly,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, definitely",35-44 years old,"Non-binary, genderqueer, or gender non-conforming","Or, in your own words:",Bisexual;Straight / Heterosexual;Prefer to self-describe:;Gay or Lesbian;Queer,White;European;Ethnoreligious group;African;Hispanic or Latino/a;Multiracial;Biracial;Indigenous (such as Native American or Indigenous Australian),"Or, in your own words:",NA,Independent contributor,15,140000
15628,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,7,"Developer, back-end;Developer, embedded applications or devices",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,180000,Yearly,Stack Overflow;Stack Exchange,A few times per month or weekly,No,NA,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,13,180000
15638,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,3,"Engineer, site reliability","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,110000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,4,110000
15665,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,3,"Developer, front-end;Developer, full-stack;Developer, back-end;Blockchain",20 to 99 employees,I have some influence,United States of America,USD	United States dollar,160000,Yearly,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,18-24 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,NA,Independent contributor,3,160000
15669,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Freelance/contract work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,7,"Developer, full-stack;Developer, back-end;Cloud infrastructure engineer","10,000 or more employees",I have some influence,United States of America,USD	United States dollar,14000,Monthly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",People manager,20,168000
15672,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,"Developer, front-end;Developer, full-stack",20 to 99 employees,I have some influence,United States of America,USD	United States dollar,79000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,4,79000
15675,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,24,"Data scientist or machine learning specialist;Developer, back-end;Data or business analyst;System administrator",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,85000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",45-54 years old,Woman,No,Gay or Lesbian;Queer,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.)",People manager,24,85000
15679,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,12,"Developer, full-stack",20 to 99 employees,I have some influence,United States of America,USD	United States dollar,104000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,Neutral,35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,22,104000
15686,I am a developer by profession,"Employed, part-time",Full in-person,Hobby;Contribute to open-source projects,Some college/university study without earning a degree,10,4,"Developer, embedded applications or devices",100 to 499 employees,I have little or no influence,United States of America,USD	United States dollar,67200,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",18-24 years old,Man,No,NA,White,None of the above,None of the above,Independent contributor,2,67200
15690,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,8,"Developer, full-stack;Developer, back-end","5,000 to 9,999 employees",I have little or no influence,United States of America,USD	United States dollar,453000,Yearly,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",People manager,8,453000
15691,I am a developer by profession,"Employed, full-time",Full in-person,Freelance/contract work;Other (please specify):,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,23,"Developer, full-stack;Developer, desktop or enterprise applications",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,115000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,White,NA,"I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,24,115000
15710,I am a developer by profession,"Employed, full-time",Fully remote,Other (please specify):,"Associate degree (A.A., A.S., etc.)",25,5,"Developer, full-stack;Developer, back-end","1,000 to 4,999 employees",I have little or no influence,United States of America,USD	United States dollar,125000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",45-54 years old,Man,No,Straight / Heterosexual,White;European;North American,None of the above,I have an anxiety disorder,Independent contributor,25,125000
15714,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32,27,"Developer, back-end;Other (please specify):",500 to 999 employees,I have some influence,United States of America,USD	United States dollar,140000,Yearly,Stack Overflow;Stack Exchange,A few times per week,No,NA,"No, not at all",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,27,140000
15719,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,4,"Developer, back-end","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,395000,Yearly,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",25-34 years old,Man,No,Bisexual,White;European,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",Independent contributor,4,395000
15730,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,2,"Developer, embedded applications or devices;Security professional",2 to 9 employees,I have some influence,United States of America,USD	United States dollar,157000,Yearly,Stack Overflow;Stack Exchange,A few times per week,No,NA,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a,None of the above,None of the above,Independent contributor,2,157000
15737,I am a developer by profession,"Employed, full-time",Fully remote,Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Less than 1 year,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test",500 to 999 employees,I have little or no influence,United States of America,USD	United States dollar,80000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,1,80000
